Timestamp,User Count,Type,Name,Requests/s,Failures/s,50%,66%,75%,80%,90%,95%,98%,99%,99.9%,99.99%,100%,Total Request Count,Total Failure Count,Total Median Response Time,Total Average Response Time,Total Min Response Time,Total Max Response Time,Total Average Content Size
1778707667,100,,Aggregated,24.600000,0.000000,100,300,2500,3000,4100,4900,5900,6700,9200,11000,11000,5053,0,100.0,1192.3518378626493,1.6602079995209351,10904.134957998394,250.2303582030477
1778707668,100,,Aggregated,23.100000,0.000000,100,300,2500,3000,4100,4900,5900,6700,9200,11000,11000,5081,0,100.0,1194.4897014884796,1.6602079995209351,10904.134957998394,250.17260381814603
1778707669,100,,Aggregated,23.400000,0.000000,100,300,2500,3000,4100,4900,5900,6700,9200,11000,11000,5110,0,100.0,1193.274813357918,1.6602079995209351,10904.134957998394,250.04090019569472
1778707670,100,,Aggregated,23.200000,0.000000,100,300,2500,3000,4100,4900,5900,6700,9200,11000,11000,5131,0,100.0,1194.3037509432768,1.6602079995209351,10904.134957998394,249.84447476125513
1778707671,100,,Aggregated,23.900000,0.000000,100,300,2500,3000,4100,4900,5900,6700,9200,11000,11000,5152,0,100.0,1195.2904338782912,1.6602079995209351,10904.134957998394,249.99805900621118
1778707672,100,,Aggregated,24.200000,0.000000,100,300,2500,3000,4100,4900,5900,6700,9200,11000,11000,5182,0,100.0,1195.992584789842,1.6602079995209351,10904.134957998394,250.10903126206097
1778707673,100,,Aggregated,23.800000,0.000000,100,300,2500,3000,4100,4900,5900,6700,9200,11000,11000,5201,0,100.0,1194.896554221295,1.6602079995209351,10904.134957998394,250.0019227071717
1778707674,100,,Aggregated,24.800000,0.000000,100,300,2500,3000,4100,4900,5900,6700,9200,11000,11000,5223,0,100.0,1194.945494783258,1.6602079995209351,10904.134957998394,250.027570361861
1778707675,100,,Aggregated,23.500000,0.000000,100,300,2500,3000,4100,4900,5900,6700,9200,11000,11000,5247,0,100.0,1195.9736971131995,1.6602079995209351,10904.134957998394,250.0339241471317
1778707676,100,,Aggregated,24.000000,0.000000,100,300,2500,3000,4100,4900,5900,6700,9200,11000,11000,5266,0,100.0,1195.319799919477,1.6602079995209351,10904.134957998394,250.27971895176606
1778707677,100,,Aggregated,23.400000,0.000000,100,300,2500,3000,4100,4900,5900,6700,9200,11000,11000,5304,0,100.0,1194.4742708957326,1.6602079995209351,10904.134957998394,250.1091628959276
1778707678,100,,Aggregated,23.700000,0.000000,100,300,2500,3000,4100,4900,5900,6700,9200,11000,11000,5329,0,100.0,1196.9142437284593,1.6602079995209351,10904.134957998394,249.95196096828673
1778707679,100,,Aggregated,24.900000,0.000000,100,300,2500,3000,4100,4900,5900,6700,9200,11000,11000,5345,0,100.0,1198.0688445032663,1.6602079995209351,10904.134957998394,250.01665107577176
1778707680,100,,Aggregated,24.800000,0.000000,100,300,2500,3000,4100,4900,5900,6700,9200,11000,11000,5369,0,100.0,1197.2477022169794,1.6602079995209351,10904.134957998394,249.993481095176
1778707681,100,,Aggregated,23.900000,0.000000,100,300,2500,3000,4100,4900,5900,6700,9200,11000,11000,5405,0,100.0,1196.0089287911117,1.6602079995209351,10904.134957998394,249.78334875115632
1778707682,100,,Aggregated,23.700000,0.000000,100,300,2500,3000,4100,4900,5900,6700,9200,11000,11000,5439,0,100.0,1195.6102955491733,1.6602079995209351,10904.134957998394,249.7573083287369
1778707683,100,,Aggregated,24.900000,0.000000,100,300,2500,3000,4100,4900,5900,6700,9200,11000,11000,5454,0,100.0,1194.0778031021187,1.6602079995209351,10904.134957998394,249.59735973597358
